Accession,Symbol,Gene Name,Location,Type,Proteome Profiles,Kinomes,Deep Proteomes,,,,,
IPI00298883,AZI1,5-azacytidine induced 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00298925,TAF5,"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00298928,SHOC2,soc-2 suppressor of clear homolog (C. elegans),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00298935,KDM3B,lysine (K)-specific demethylase 3B,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00298940,AURKA,aurora kinase A,Nucleus,protein kinase,FALSE,TRUE,TRUE,,,,,
IPI00298946,DSCR3,Down syndrome critical region gene 3,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00298947,MEST,mesoderm specific transcript homolog (mouse),Extracellular Space,peptidase,TRUE,TRUE,TRUE,,,,,
IPI00298949,GAK,cyclin G associated kinase,Nucleus,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00298961,XPO1,"exportin 1 (CRM1 homolog, yeast)",Nucleus,transporter,TRUE,TRUE,TRUE,,,,,
IPI00298991,KIAA1033,KIAA1033,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00298994,TLN1,talin 1,Plasma Membrane,other,TRUE,TRUE,TRUE,,,,,
IPI00299000,PA2G4,"proliferation-associated 2G4, 38kDa",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00299003,WASF3,"WAS protein family, member 3",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00299010,SPG7,spastic paraplegia 7 (pure and complicated autosomal recessive),Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00299024,BASP1,"brain abundant, membrane attached signal protein 1",Nucleus,transcription regulator,TRUE,TRUE,TRUE,,,,,
IPI00299033,KPNA3,karyopherin alpha 3 (importin alpha 4),Nucleus,transporter,TRUE,FALSE,TRUE,,,,,
IPI00299040,PKD2 (includes EG:18764),polycystic kidney disease 2 (autosomal dominant),Plasma Membrane,ion channel,TRUE,FALSE,TRUE,,,,,
IPI00299048,IQGAP2,IQ motif containing GTPase activating protein 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299059,CHL1,cell adhesion molecule with homology to L1CAM (close homolog of L1),Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00299063,STIM1,stromal interaction molecule 1,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00299084,TMEM33,transmembrane protein 33,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00299085,MAGEC1,"melanoma antigen family C, 1",unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00299086,SDCBP,syndecan binding protein (syntenin),Plasma Membrane,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00299088,BAIAP2,BAI1-associated protein 2,Plasma Membrane,kinase,TRUE,FALSE,TRUE,,,,,
IPI00299095,SNX2,sorting nexin 2,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00299150,CTSS,cathepsin S,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00299155,PSMA4,"proteasome (prosome, macropain) subunit, alpha type, 4",Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00299158,PVR,poliovirus receptor,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00299166,TANK,TRAF family member-associated NFKB activator,Cytoplasm,other,FALSE,TRUE,FALSE,,,,,
IPI00299169,TMCO4,transmembrane and coiled-coil domains 4,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00299182,PEX6 (includes EG:117265),peroxisomal biogenesis factor 6,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00299193,SYNJ2BP,synaptojanin 2 binding protein,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00299214,TK1,"thymidine kinase 1, soluble",Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00299219,CYR61,"cysteine-rich, angiogenic inducer, 61",Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00299254,EIF5B,eukaryotic translation initiation factor 5B,Cytoplasm,translation regulator,TRUE,FALSE,TRUE,,,,,
IPI00299263,ARFGAP3,ADP-ribosylation factor GTPase activating protein 3,Cytoplasm,transporter,FALSE,FALSE,TRUE,,,,,
IPI00299299,HSPA13,"heat shock protein 70kDa family, member 13",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299301,SYNM,"synemin, intermediate filament protein",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299362,DTNB (includes EG:13528),"dystrobrevin, beta",Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00299387,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00299399,S100B,S100 calcium binding protein B,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299402,PC,pyruvate carboxylase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00299404,LAMB3,"laminin, beta 3",Extracellular Space,transporter,TRUE,TRUE,TRUE,,,,,
IPI00299413,GABPA,"GA binding protein transcription factor, alpha subunit 60kDa",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00299417,THOC5,THO complex 5,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299425,GPR108,G protein-coupled receptor 108,Plasma Membrane,G-protein coupled receptor,TRUE,FALSE,FALSE,,,,,
IPI00299427,SLC45A2,"solute carrier family 45, member 2",Plasma Membrane,other,FALSE,TRUE,FALSE,,,,,
IPI00299463,NBN,nibrin,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00299465,LZTFL1,leucine zipper transcription factor-like 1,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00299468,SCD,stearoyl-CoA desaturase (delta-9-desaturase),Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00299472,COL13A1,"collagen, type XIII, alpha 1",Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00299507,NCAPH,"non-SMC condensin I complex, subunit H",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00299512,NF1 (includes EG:18015),neurofibromin 1,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00299517,FAM175B,"family with sequence similarity 175, member B",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00299524,NCAPD2,"non-SMC condensin I complex, subunit D2",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00299526,SUZ12,suppressor of zeste 12 homolog (Drosophila),Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00299554,KIF14,kinesin family member 14,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299571,PDIA6,"protein disulfide isomerase family A, member 6",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00299573,RPL7A,ribosomal protein L7a,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299594,NRP1 (includes EG:18186),neuropilin 1,Plasma Membrane,transmembrane receptor,TRUE,FALSE,TRUE,,,,,
IPI00299608,PSMD1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00299635,BIRC6,baculoviral IAP repeat containing 6,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00299667,VAMP4,vesicle-associated membrane protein 4,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00299719,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",Plasma Membrane,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00299738,PCOLCE,procollagen C-endopeptidase enhancer,Extracellular Space,other,TRUE,TRUE,FALSE,,,,,
IPI00299763,VAV3,vav 3 guanine nucleotide exchange factor,Extracellular Space,cytokine,TRUE,FALSE,TRUE,,,,,
IPI00299802,WWOX,WW domain containing oxidoreductase,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00299824,CNKSR1,connector enhancer of kinase suppressor of Ras 1,Cytoplasm,kinase,TRUE,FALSE,FALSE,,,,,
IPI00299884,DSCC1,defective in sister chromatid cohesion 1 homolog (S. cerevisiae),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00299888,METTL5,methyltransferase like 5,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00299904,MCM7,minichromosome maintenance complex component 7,Nucleus,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00299906,HIF1AN,"hypoxia inducible factor 1, alpha subunit inhibitor",Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00299921,SLC35B4,"solute carrier family 35, member B4",Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00299977,PHPT1,phosphohistidine phosphatase 1,Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00300008, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00300026,SULT1A1,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300046,PSG5,pregnancy specific beta-1-glycoprotein 5,Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00300060,WDR70,WD repeat domain 70,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00300074,FARSB,"phenylalanyl-tRNA synthetase, beta subunit",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300078,PWP2,PWP2 periodic tryptophan protein homolog (yeast),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00300086,QPRT,quinolinate phosphoribosyltransferase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300094,LSG1,large subunit GTPase 1 homolog (S. cerevisiae),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00300096,RAB35,"RAB35, member RAS oncogene family",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300127,NAT10,N-acetyltransferase 10 (GCN5-related),Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300186,FASTKD1,FAST kinase domains 1,Cytoplasm,kinase,FALSE,FALSE,TRUE,,,,,
IPI00300223,SMCR7L,"Smith-Magenis syndrome chromosome region, candidate 7-like",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00300278,MED8 (includes EG:112950),mediator complex subunit 8,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00300299,SPCS3,signal peptidase complex subunit 3 homolog (S. cerevisiae),Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00300333,PAF1 (includes EG:361531),"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00300341,TCEB1,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00300371,SF3B3,"splicing factor 3b, subunit 3, 130kDa",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00300376,TGM3,"transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00300384,ERBB2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",Plasma Membrane,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00300407,SDC2,syndecan 2,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00300408,CUTC,cutC copper transporter homolog (E. coli),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00300504,UPF2,UPF2 regulator of nonsense transcripts homolog (yeast),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00300531,BAG1,BCL2-associated athanogene,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00300562,RAB3B,"RAB3B, member RAS oncogene family",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00300567,ECI1,enoyl-CoA delta isomerase 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300568,SYN1,synapsin I,Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00300584,EPN3,epsin 3,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00300585,RRAGC,Ras-related GTP binding C,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300599,CTSK,cathepsin K,Cytoplasm,peptidase,TRUE,FALSE,FALSE,,,,,
IPI00300601,ENOSF1,enolase superfamily member 1,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00300621,SYNJ2,synaptojanin 2,Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00300659,CDC73 (includes EG:214498),"cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00300697,VPS11,vacuolar protein sorting 11 homolog (S. cerevisiae),Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00300744,TMEM14B,transmembrane protein 14B,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00300763,METAP2,methionyl aminopeptidase 2,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00300775,EYA4,eyes absent homolog 4 (Drosophila),Cytoplasm,phosphatase,TRUE,FALSE,FALSE,,,,,
IPI00300789,STAU2,"staufen, RNA binding protein, homolog 2 (Drosophila)",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00300805,LRSAM1,leucine rich repeat and sterile alpha motif containing 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00300886,SLC25A32,"solute carrier family 25 (mitochondrial folate carrier) , member 32",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00300890,NRP2,neuropilin 2,Plasma Membrane,kinase,FALSE,FALSE,TRUE,,,,,
IPI00300956,DROSHA,"drosha, ribonuclease type III",Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00300971,ALG6,"asparagine-linked glycosylation 6, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301021,SSR1,"signal sequence receptor, alpha",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00301023,PALM,paralemmin,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00301028,TRIM72,tripartite motif containing 72,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00301051,NHLRC2,NHL repeat containing 2,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301058,VASP,vasodilator-stimulated phosphoprotein,Plasma Membrane,other,TRUE,TRUE,TRUE,,,,,
IPI00301082,MAGEA1,"melanoma antigen family A, 1 (directs expression of antigen MZ2-E)",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00301100,SLC43A3,"solute carrier family 43, member 3",Extracellular Space,other,TRUE,TRUE,FALSE,,,,,
IPI00301104,MAGEA10,"melanoma antigen family A, 10",unknown,other,TRUE,TRUE,FALSE,,,,,
IPI00301109,PPA2 (includes EG:27068),pyrophosphatase (inorganic) 2,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301139,MED17,mediator complex subunit 17,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00301144,SUMF1,sulfatase modifying factor 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00301154,PABPC3,"poly(A) binding protein, cytoplasmic 3",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00301163,POGLUT1,protein O-glucosyltransferase 1,Extracellular Space,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301202,MAGT1,magnesium transporter 1,Plasma Membrane,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00301204,RDH13,retinol dehydrogenase 13 (all-trans/9-cis),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301224,TMLHE,"trimethyllysine hydroxylase, epsilon",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301227,TTC13,tetratricopeptide repeat domain 13,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00301239,PVRL3,poliovirus receptor-related 3,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00301250,EPS8L1,EPS8-like 1,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00301263,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00301280,TMEM43,transmembrane protein 43,Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00301294,FAM134A,"family with sequence similarity 134, member A",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00301303,SLC25A36,"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00301305,UBAP1,ubiquitin associated protein 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00301311,SET,SET nuclear oncogene,Nucleus,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00301323,DDX18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301346,POLR3B,polymerase (RNA) III (DNA directed) polypeptide B,Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00301364,SKP1/SKP1P2,S-phase kinase-associated protein 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00301395,CPVL,"carboxypeptidase, vitellogenic-like",unknown,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00301419,COPS7A,COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00301421,ZC3HC1,"zinc finger, C3HC-type containing 1",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00301428,ATP5SL,ATP5S-like,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00301432,TPRKB,TP53RK binding protein,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00301434, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00301459,PLA2G15,"phospholipase A2, group XV",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301489,UROD,uroporphyrinogen decarboxylase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301518,MOB1A,MOB kinase activator 1A,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00301554,MFSD5,major facilitator superfamily domain containing 5,unknown,transporter,TRUE,FALSE,TRUE,,,,,
IPI00301561,TRIP6,thyroid hormone receptor interactor 6,Extracellular Space,cytokine,TRUE,FALSE,TRUE,,,,,
IPI00301579,NPC2 (includes EG:10577),"Niemann-Pick disease, type C2",Extracellular Space,other,FALSE,FALSE,TRUE,,,,,
IPI00301609,NEK9,NIMA (never in mitosis gene a)- related kinase 9,Nucleus,protein kinase,FALSE,TRUE,TRUE,,,,,
IPI00301618,NEMF,nuclear export mediator factor,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00301631,TOR3A,"torsin family 3, member A",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00301647,GLE1 (includes EG:2733),GLE1 RNA export mediator homolog (yeast),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00301689,PPFIBP2,"PTPRF interacting protein, binding protein 2 (liprin beta 2)",Nucleus,phosphatase,TRUE,FALSE,FALSE,,,,,
IPI00301791,BSPRY,B-box and SPRY domain containing,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00301841,TMEM161A,transmembrane protein 161A,unknown,other,TRUE,TRUE,TRUE,,,,,
IPI00301844,ZHX3,zinc fingers and homeoboxes 3,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00301894,NR1H3,"nuclear receptor subfamily 1, group H, member 3",Nucleus,ligand-dependent nuclear receptor,TRUE,FALSE,FALSE,,,,,
IPI00301907,HLCS,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00301936,ELAVL1,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)",Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00301987,MIOS,"missing oocyte, meiosis regulator, homolog (Drosophila)",unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00301994,FAHD2B,fumarylacetoacetate hydrolase domain containing 2B,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00302030,RAB30,"RAB30, member RAS oncogene family",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00302047,CAST,calpastatin,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00302089,CTAGE7P,"CTAGE family, member 7, pseudogene",unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00302112,MAP2K7,mitogen-activated protein kinase kinase 7,Cytoplasm,protein kinase,FALSE,FALSE,TRUE,,,,,
IPI00302149,PHC3,polyhomeotic homolog 3 (Drosophila),Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00302162,MUC4,"mucin 4, cell surface associated",Extracellular Space,growth factor,TRUE,FALSE,FALSE,,,,,
IPI00302176,GAR1,GAR1 ribonucleoprotein homolog (yeast),Nucleus,ion channel,TRUE,FALSE,TRUE,,,,,
IPI00302238,AATF,apoptosis antagonizing transcription factor,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00302281,DDX56,DEAD (Asp-Glu-Ala-Asp) box helicase 56,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00302318,SDCBP2,syndecan binding protein (syntenin) 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00302352,KIR3DL2,"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2",Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00302436,HDHD1,haloacid dehalogenase-like hydrolase domain containing 1,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00302592,FLNA,"filamin A, alpha",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00302605,SLC30A7,"solute carrier family 30 (zinc transporter), member 7",Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00302607,ZMIZ2,"zinc finger, MIZ-type containing 2",Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00302614,VTCN1,V-set domain containing T cell activation inhibitor 1,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00302641,FAT2,FAT tumor suppressor homolog 2 (Drosophila),Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00302647,CC2D1A (includes EG:212139),coiled-coil and C2 domain containing 1A,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00302652,MED27,mediator complex subunit 27,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00302658,HAUS4,"HAUS augmin-like complex, subunit 4",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00302660,VPS37A,vacuolar protein sorting 37 homolog A (S. cerevisiae),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00302673,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00302674,CCDC134,coiled-coil domain containing 134,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00302688,ECHDC1,enoyl CoA hydratase domain containing 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00302690,ACTR10,actin-related protein 10 homolog (S. cerevisiae),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00302740,RPS4Y1,"ribosomal protein S4, Y-linked 1",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00302755,RBAK,RB-associated KRAB zinc finger,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00302796,APOL3,"apolipoprotein L, 3",Cytoplasm,transporter,FALSE,FALSE,TRUE,,,,,
IPI00302829,RB1,retinoblastoma 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00302850,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide 16kDa,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00302860,DHX33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00302895,OTUB2,"OTU domain, ubiquitin aldehyde binding 2",unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00302927,CCT4,"chaperonin containing TCP1, subunit 4 (delta)",Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00302966,TTC17,tetratricopeptide repeat domain 17,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00302990,WDR55,WD repeat domain 55,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00303059,TSPAN14,tetraspanin 14,unknown,other,TRUE,TRUE,TRUE,,,,,
IPI00303071,CECR1,"cat eye syndrome chromosome region, candidate 1",Extracellular Space,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00303120,TMEM143,transmembrane protein 143,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00303135,NEIL3,nei endonuclease VIII-like 3 (E. coli),Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00303158,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00303161,ESAM,endothelial cell adhesion molecule,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00303174,HGD,"homogentisate 1,2-dioxygenase",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00303207,ABCE1,"ATP-binding cassette, sub-family E (OABP), member 1",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00303214,TYSND1,trypsin domain containing 1,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00303253,C10orf32,chromosome 10 open reading frame 32,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00303258,LMCD1,LIM and cysteine-rich domains 1,Cytoplasm,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00303270,KCND2,"potassium voltage-gated channel, Shal-related subfamily, member 2",Plasma Membrane,ion channel,FALSE,FALSE,TRUE,,,,,
IPI00303283,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",Plasma Membrane,transmembrane receptor,TRUE,TRUE,TRUE,,,,,
IPI00303292,KPNA1,karyopherin alpha 1 (importin alpha 5),Nucleus,transporter,TRUE,TRUE,TRUE,,,,,
IPI00303300,FKBP10,"FK506 binding protein 10, 65 kDa",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00303318,FAM49B,"family with sequence similarity 49, member B",Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00303343,SCAF1,SR-related CTD-associated factor 1,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00303373,PLEKHG2,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00303401,TMEM206,transmembrane protein 206,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00303402,PHAX,phosphorylated adaptor for RNA export,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
