Protein IDs (Uniprot),Gene names,Fasta header,Peptides,Unique peptides,Sequence coverage,Q-value,Rep1 tp = 0h,Rep1 tp = 1h,Rep1 tp = 2h,Rep1 tp = 4h,Rep1 tp = 8h,Rep1 tp = 16h,Rep1 tp = 32h,Rep2 tp = 0h,Rep2 tp = 1h,Rep2 tp = 2h,Rep2 tp = 4h,Rep2 tp = 8h,Rep2 tp = 16h,Rep2 tp = 32h,Rep3 tp = 0h,Rep3 tp = 1h,Rep3 tp = 2h,Rep3 tp = 4h,Rep3 tp = 8h,Rep3 tp = 16h,Rep3 tp = 32h,# data points,1-state-model_kA [h-1],2-state-model_kA [h-1],2-state-model_kB [h-1],2-state-model_ktransfer [h-1],1-state-model_AICp,1-state-model_RSS,2-state-model_AICp,2-state-model_RSS,Half-life (exponential) 1-state-model [h],Half-life (steady state) 2-state-model [h],score,Degradation profile,Abundance after pulse,Validation score
Q8VHI3,Pofut2,>sp|Q8VHI3|OFUT2_MOUSE GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1,6,6,16.6,0,,,,,,,,,,,,,,,100,76.5749948,67.0170336,60.2509619,50.1199235,,,5,0.101411354,0.545472579,0.043631337,0.717990577,0.99180078,0.01821707,0.00819922,1.97E-05,6.835005707,15.3,0.161275854,UN,0.011116143,
Q8VHK9,Dhx36,>sp|Q8VHK9|DHX36_MOUSE ATP-dependent RNA helicase DHX36 OS=Mus musculus GN=Dhx36 PE=1 SV=2,32,30,40.4,0,100,,,,,41.3226017,34.4563403,100,,,56.2992559,51.5255856,,,100,87.3790546,78.3215323,71.326616,53.5241479,31.2929607,23.1747397,13,0.04704202,0.126301268,0.013211045,0.077073761,0.138734659,0.055842227,0.861265341,0.012073785,14.734639,45.6,0.134162528,UN,0.063169064,
Q8VHL1,Setd7,>sp|Q8VHL1|SETD7_MOUSE Histone-lysine N-methyltransferase SETD7 OS=Mus musculus GN=Setd7 PE=2 SV=2,5,5,17.8,0,,,,,,,,,,,,,,,100,69.4960888,66.7913754,74.6974565,53.4530233,,,5,0.086457931,4.98993135,0.035744576,2.126697552,0.999986847,0.027475726,1.31526E-05,0.00514354,8.017161355,19.1,-0.021459427,ED,0.016232079,
Q8VHR5,Gatad2b,>sp|Q8VHR5|P66B_MOUSE Transcriptional repressor p66-beta OS=Mus musculus GN=Gatad2b PE=1 SV=1;>sp|Q8VHR5-2|P66B_MOUSE Isoform 2 of Transcriptional repressor p66-beta OS=Mus musculus GN=Gatad2b,20,19,44.3,0,100,,,82.0732558,64.903596,,,100,118.8346869,99.5701934,107.5465297,79.4551013,41.0874191,20.4220773,100,89.5201763,81.7184845,75.0441706,59.8644377,44.8390539,24.988739,17,0.047571277,1.46E-05,0.048400199,1.520164417,0.93943988,0.013795508,0.06056012,0.013640267,14.57070797,14.3,-0.018575624,ED,0.201941365,
Q8VHX6,Flnc,>sp|Q8VHX6|FLNC_MOUSE Filamin-C OS=Mus musculus GN=Flnc PE=1 SV=3;>tr|D3Z576|D3Z576_MOUSE Filamin-C OS=Mus musculus GN=Flnc PE=1 SV=1;>sp|Q8VHX6-2|FLNC_MOUSE Isoform 2 of Filamin-C OS=Mus musculus GN=Flnc;>tr|D3YW87|D3YW87_MOUSE Filamin-C OS=Mus musculus G,125,109,62.1,0,100,103.886823,111.9482942,106.6725422,106.9642232,116.8531094,126.5726694,100,112.2011239,112.3275489,118.6790443,115.2249585,115.3589066,118.7152354,100,122.4237812,115.9829102,122.1612318,118.4960582,116.469842,114.0633618,21,2.19E-05,6.09E-06,3.28E-08,3.744825876,0.929778792,0.019161173,0.070221208,0.019098053,> 300,> 300,-0.100393907,ED,0.314307912,
Q8VHZ7,Imp4,>sp|Q8VHZ7|IMP4_MOUSE U3 small nucleolar ribonucleoprotein protein IMP4 OS=Mus musculus GN=Imp4 PE=2 SV=1;>tr|F6VY64|F6VY64_MOUSE U3 small nucleolar ribonucleoprotein protein IMP4 (Fragment) OS=Mus musculus GN=Imp4 PE=4 SV=1,12,12,35.7,0,,,,,,,,,,,,,,,100,62.9982851,53.7199446,54.3242501,51.1656726,38.3244873,28.3084323,7,0.04779199,1.308793982,0.022947746,0.765554203,0.085159959,0.116535167,0.914840041,0.001223233,14.50341749,29.4,0.275148772,NED,0.182938686,0
Q8VI33,Taf9;Taf9b,>sp|Q8VI33|TAF9_MOUSE Transcription initiation factor TFIID subunit 9 OS=Mus musculus GN=Taf9 PE=1 SV=1;>tr|A0A087WR08|A0A087WR08_MOUSE Transcription initiation factor TFIID subunit 9 (Fragment) OS=Mus musculus GN=Taf9 PE=4 SV=1;>tr|A0A087WQ57|A0A087WQ57_M,7,7,31.4,0,,,,,,,,,,,,,,,100,49.6729191,26.6173708,14.8941519,11.1564366,10.1442289,,6,0.190971264,0.801118951,0.013743203,0.075968267,0.025190567,0.579552256,0.974809433,0.000341323,3.629588907,39.5,0.807625029,NED,0.102722387,0
Q8VI84,Noc3l,>sp|Q8VI84|NOC3L_MOUSE Nucleolar complex protein 3 homolog OS=Mus musculus GN=Noc3l PE=2 SV=2,16,16,24.3,0,,,,,,,,100,101.5547382,98.7559015,,,,,100,86.3036661,68.3342871,53.5341403,31.9181127,21.7597972,19.0503442,10,0.065703807,0.163712198,6.87E-06,0.03351053,0.212590968,0.102258043,0.787409032,0.013514299,10.54957412,> 300,0.053852292,UN,0.070191994,
Q8VIJ6,Sfpq,">sp|Q8VIJ6|SFPQ_MOUSE Splicing factor, proline- and glutamine-rich OS=Mus musculus GN=Sfpq PE=1 SV=1",24,23,38.2,0,100,97.0491744,94.2323719,89.3452714,98.3366075,99.3683963,97.8740491,100,103.789748,86.4698311,96.5650784,80.1011501,82.8429847,69.6322888,100,77.7720595,78.4662197,70.0961616,75.2551559,75.5667987,93.21328,21,0.007191209,0.194031258,2.54E-06,0.712371272,0.438410305,0.021810521,0.561589695,0.012678041,96.38813237,> 300,0.001721896,UN,0.998418007,
Q91V12-2,Acot7,>sp|Q91V12-2|BACH_MOUSE Isoform A of Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7;>sp|Q91V12-4|BACH_MOUSE Isoform D of Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7;>sp|Q91V12|BACH_MOUSE Cytosolic acyl coe,11,11,40.8,0,100,102.2593113,105.7926884,96.8909144,112.8597073,89.6838506,90.0838604,100,88.3803966,96.7065102,101.0471385,98.6630619,,,100,113.6620367,110.778064,106.3769865,106.90735,102.9097751,103.3805922,19,0.00061338,8.28E-07,0.008917078,0.00906333,0.930429999,0.004987344,0.069570001,0.004894726,> 300,127.5,0.022979238,ED,0.509662358,
Q91V41,Rab14,>sp|Q91V41|RAB14_MOUSE Ras-related protein Rab-14 OS=Mus musculus GN=Rab14 PE=1 SV=3;>tr|A2AL34|A2AL34_MOUSE Ras-related protein Rab-14 OS=Mus musculus GN=Rab14 PE=3 SV=1,13,13,74.4,0,100,87.5121512,74.2188582,86.4260858,73.9773606,67.9652459,55.0441693,100,111.9000896,102.3138206,,,,,100,106.6592276,105.1360366,100.6431871,101.8795721,79.4725704,77.6253523,17,0.014731953,0.267029598,0.013602797,3.046949656,0.938663086,0.015763206,0.061336914,0.015536128,47.05059718,50.9,-0.000962739,ED,0.378778203,
Q91V61,Sfxn3,>sp|Q91V61|SFXN3_MOUSE Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=1 SV=1;>tr|Q3U4F0|Q3U4F0_MOUSE Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=2 SV=1;>sp|Q91V61-2|SFXN3_MOUSE Isoform 2 of Sideroflexin-3 OS=Mus musculus GN=Sfxn3,12,11,53.3,0,100,,,91.5618191,83.9709037,83.1572132,71.9236508,100,82.461067,110.963283,82.7890195,127.5965887,,,100,87.0233513,72.5946276,65.5348326,64.4091892,69.2021034,70.1537948,17,0.013260051,4.895215869,0.006288173,3.727903262,0.828359673,0.034417848,0.171640327,0.025855642,52.27334052,110.1,0.101524804,ED,0.056175865,
Q91V76,,>sp|Q91V76|CK054_MOUSE Ester hydrolase C11orf54 homolog OS=Mus musculus PE=2 SV=1,6,6,23.8,0,,,,,,,,,,,,,,,100,128.680967,137.18435,112.836692,114.9604391,102.3848209,101.8321817,7,1.60E-06,1.70E-05,2.85E-07,3.67832822,0.996315533,0.0283516,0.003684467,0.028350599,> 300,> 300,-0.051062687,ED,0.015277291,
Q91V81-2,Rbm42,>sp|Q91V81-2|RBM42_MOUSE Isoform 2 of RNA-binding protein 42 OS=Mus musculus GN=Rbm42;>tr|D3YYW8|D3YYW8_MOUSE RNA-binding protein 42 OS=Mus musculus GN=Rbm42 PE=4 SV=1,13,1,44.4,0,,,,,,,,100,90.2754579,73.8045008,,,,,100,70.3625371,66.8176429,52.7023837,34.1851797,12.9504276,,9,0.132142896,0.426586856,0.119024753,1.130420368,0.900403051,0.009732821,0.099596949,0.004159815,5.245436569,5.7,0.103820586,ED,0.045607967,
Q91VA6,Poldip2,>sp|Q91VA6|PDIP2_MOUSE Polymerase delta-interacting protein 2 OS=Mus musculus GN=Poldip2 PE=2 SV=1;>tr|F6SQH7|F6SQH7_MOUSE Polymerase delta-interacting protein 2 (Fragment) OS=Mus musculus GN=Poldip2 PE=4 SV=1,16,16,54.9,0,100,,,67.8053468,56.419116,53.7251159,35.3240441,100,97.7895933,104.0696558,69.5270347,62.3175905,,,100,79.7800166,68.0700299,62.2902419,51.5609811,47.267781,32.301159,17,0.039463459,0.157343271,0.020689131,0.227738338,0.051666898,0.037027154,0.948333102,0.009684839,17.56427831,32,0.102348047,UN,0.147838919,
Q91VE0,Slc27a4,>sp|Q91VE0|S27A4_MOUSE Long-chain fatty acid transport protein 4 OS=Mus musculus GN=Slc27a4 PE=1 SV=1,10,9,18.7,0,,,,,,,,,,,,,,,100,77.6693087,62.3654794,60.0158107,55.5792461,,,5,0.093390085,0.469135069,0.007957213,0.445501922,0.999808588,0.030223273,0.000191412,0.000664087,7.42206392,86,0.216882031,UN,0.018591499,
Q91VE6,Mki67ip,>sp|Q91VE6|MK67I_MOUSE MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus GN=Nifk PE=1 SV=1;>sp|Q91VE6-2|MK67I_MOUSE Isoform 2 of MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus GN=Nifk,10,10,42.9,0,100,,,73.5639668,78.7938509,,,100,101.4312486,84.6565159,101.2985334,104.1367508,,,100,98.1871168,92.0866315,77.3155939,69.7062232,73.0616591,52.7301154,15,0.021358446,0.092815491,0.016617657,0.630272106,0.91056365,0.012966966,0.08943635,0.01100113,32.45307147,41.5,0.13810695,ED,0.120411822,
Q91VH6,Memo1,>sp|Q91VH6|MEMO1_MOUSE Protein MEMO1 OS=Mus musculus GN=Memo1 PE=1 SV=1,10,10,55.9,0,,,,,,,,100,94.0213011,92.6915957,87.4150974,86.0042032,,,100,102.8929724,101.8982557,97.1926201,78.0676438,,,10,0.023448017,0.005896058,0.033970471,0.317021738,0.973005544,0.002019706,0.026994456,0.001890527,29.56101543,20.7,-0.018103292,ED,0.072907201,
Q91VI7,Rnh1,>sp|Q91VI7|RINI_MOUSE Ribonuclease inhibitor OS=Mus musculus GN=Rnh1 PE=1 SV=1,26,26,89.3,0,100,98.2799728,77.1955503,88.979172,76.8337033,66.295767,51.3667337,100,90.9769849,96.4044073,91.4034576,80.9775403,62.6505378,51.0187021,100,102.7506004,93.2290638,100.8544128,82.8250245,73.3477267,46.8813136,21,0.022716599,0.106251728,0.020999809,1.240264504,0.879121626,0.004549927,0.120878374,0.004045828,30.51280607,33,-0.015612324,ED,0.695139472,
Q91VJ2,Prkcdbp,>sp|Q91VJ2|PRDBP_MOUSE Protein kinase C delta-binding protein OS=Mus musculus GN=Prkcdbp PE=1 SV=1,8,8,51.5,0,,,,,,,,,,,,,,,100,64.4721986,34.827952,39.7873906,23.9490449,27.8281892,17.396806,7,0.068937035,0.766001717,0.02038947,0.247173888,0.638522051,0.343587326,0.361477949,0.019386143,10.05478674,31.1,0.206999185,UN,0.072652316,
Q91VJ5,Pqbp1,>sp|Q91VJ5|PQBP1_MOUSE Polyglutamine-binding protein 1 OS=Mus musculus GN=Pqbp1 PE=1 SV=1;>tr|A2AER9|A2AER9_MOUSE Polyglutamine-binding protein 1 (Fragment) OS=Mus musculus GN=Pqbp1 PE=4 SV=1;>tr|A2AER8|A2AER8_MOUSE Polyglutamine-binding protein 1 (Fragmen,4,4,22.8,0,,,,,,,,,,,,,,,100,122.0277797,119.3663503,110.6764386,107.5682919,95.6416409,86.2495367,7,0.002860174,5.29E-07,0.01898776,0.018930096,0.995610733,0.01418361,0.004389267,0.012827953,242.3444371,60.5,-0.064962946,ED,0.021895184,
Q91VM5,Rbmxl1,">sp|Q91VM5|RMXL1_MOUSE RNA binding motif protein, X-linked-like-1 OS=Mus musculus GN=Rbmxl1 PE=1 SV=1",16,3,36.1,0,100,102.1913407,91.9118556,113.9772754,102.0482743,105.2594336,99.328068,100,101.3465236,107.2111084,112.9319182,105.9440637,112.2167289,104.2225011,100,79.6188431,80.0888713,97.2035423,87.4417396,88.113873,92.8532526,21,0.000206647,0.266671268,2.13E-06,4.138068221,0.924826173,0.009872678,0.075173827,0.009703365,> 300,> 300,-0.111477098,ED,0.629823246,
Q91VM9,Ppa2,">sp|Q91VM9|IPYR2_MOUSE Inorganic pyrophosphatase 2, mitochondrial OS=Mus musculus GN=Ppa2 PE=1 SV=1;>tr|D3Z636|D3Z636_MOUSE Inorganic pyrophosphatase 2, mitochondrial OS=Mus musculus GN=Ppa2 PE=1 SV=1;>sp|Q91VM9-2|IPYR2_MOUSE Isoform 2 of Inorganic pyropho",11,11,40.3,0,,,,,,,,,,,,,,,100,89.2664368,77.6677242,73.8342845,71.903297,94.1436103,89.4195437,7,0.006604666,0.704181674,1.11E-06,1.343767834,0.962931669,0.033455585,0.037068331,0.008771317,104.9481031,> 300,0.138423051,ED,0.057767306,
Q91VN6,Ddx41,>sp|Q91VN6|DDX41_MOUSE Probable ATP-dependent RNA helicase DDX41 OS=Mus musculus GN=Ddx41 PE=1 SV=2,14,14,27.5,0,,,,,,,,,,,,,,,100,83.697743,57.8506574,39.9920417,26.0661741,,,5,0.184644482,0.311197499,0.063601561,0.137582542,0.999981364,0.016195262,1.86358E-05,0.002294189,3.753955568,7.5,0.244223811,UN,0.041109193,
Q91VR5,Ddx1,>sp|Q91VR5|DDX1_MOUSE ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1,34,34,55.3,0,100,91.8408497,94.7782773,75.2961399,79.0248564,65.1333607,72.2867632,100,105.7050823,98.85432,86.194747,75.1733402,68.9158194,64.5623332,100,90.7664235,87.5713468,83.3683478,77.8679965,70.7172872,69.8441272,21,0.015476827,0.059784578,0.001026407,0.122817699,0.003342671,0.01250353,0.996657329,0.002573819,44.78612903,> 300,0.056823895,UN,0.430003629,
Q91VS8,Farp2,">sp|Q91VS8|FARP2_MOUSE FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2",11,3,17.1,0,,,,,,,,,,,,,,,100,81.4885813,60.1147039,73.7210139,49.459573,,,5,0.094990398,0.719438937,0.050074956,1.077112661,0.999995474,0.024503991,4.52561E-06,0.010770089,7.297023636,13.5,-0.047124956,ED,0.01071405,
Q91VT1,Nsmce2,>sp|Q91VT1|NSE2_MOUSE E3 SUMO-protein ligase NSE2 OS=Mus musculus GN=Nsmce2 PE=2 SV=1;>sp|Q91VT1-2|NSE2_MOUSE Isoform 2 of E3 SUMO-protein ligase NSE2 OS=Mus musculus GN=Nsmce2,6,6,25.5,0,,,,,,,,100,,,60.8691632,27.6278709,,,100,71.8627234,63.2384932,,,13.1448953,10.0825811,8,0.087479265,0.179891619,2.85E-06,0.017617547,0.286410227,0.144496324,0.713589773,0.008877138,7.923559728,> 300,-0.146729027,UN,0.149199371,
Q91VY9,Znf622,>sp|Q91VY9|ZN622_MOUSE Zinc finger protein 622 OS=Mus musculus GN=Znf622 PE=2 SV=1,16,16,38.2,0,100,74.8858003,62.9404089,46.1178165,27.7060826,14.8680563,27.1858723,100,82.8141207,63.4546715,48.0484719,39.1934317,,,100,84.3482229,76.8520505,59.6793702,51.9089247,17.165512,10.5739572,19,0.073313348,0.169627806,1.96E-06,0.028343009,0.028363718,0.176242114,0.971636282,0.047616533,9.454583682,> 300,0.264629365,NED,0.228905657,1
Q91VZ6,Smap1,>sp|Q91VZ6|SMAP1_MOUSE Stromal membrane-associated protein 1 OS=Mus musculus GN=Smap1 PE=1 SV=1;>tr|D3YVX4|D3YVX4_MOUSE Stromal membrane-associated protein 1 OS=Mus musculus GN=Smap1 PE=4 SV=1,5,4,11.8,0,,,,,,,,,,,,,,,100,111.060264,97.6069991,135.0077646,98.3775976,79.6753784,56.1022321,7,0.015388227,6.65E-07,0.045603686,0.045657033,0.993274872,0.023489925,0.006725128,0.016625651,45.04399173,25.1,-0.308340597,UN,0.09297384,
Q91W36,Usp3,>sp|Q91W36|UBP3_MOUSE Ubiquitin carboxyl-terminal hydrolase 3 OS=Mus musculus GN=Usp3 PE=2 SV=1;>tr|G3UZF0|G3UZF0_MOUSE Ubiquitin carboxyl-terminal hydrolase OS=Mus musculus GN=Usp3 PE=3 SV=1;>tr|E9Q8W9|E9Q8W9_MOUSE Ubiquitin carboxyl-terminal hydrolase OS,14,14,28.7,0,,,,,,,,,,,,,,,100,82.6185247,69.886367,77.7735403,58.0702092,56.5041506,44.0369307,7,0.030505032,0.406717794,0.016085236,0.652942122,0.856460318,0.03596154,0.143539682,0.004067928,22.72238855,42.5,-0.02038978,ED,0.039211575,
Q91W39,Ncoa5,>sp|Q91W39|NCOA5_MOUSE Nuclear receptor coactivator 5 OS=Mus musculus GN=Ncoa5 PE=1 SV=1;>tr|B7ZC24|B7ZC24_MOUSE Nuclear receptor coactivator 5 OS=Mus musculus GN=Ncoa5 PE=4 SV=1;>tr|B7ZC23|B7ZC23_MOUSE Nuclear receptor coactivator 5 OS=Mus musculus GN=Nco,13,13,33.9,0,,,,,,,,,,,,,,,100,80.7600052,90.6006401,93.2603266,93.7238927,104.47858,96.4819815,7,0.001211573,1.685125851,2.84E-07,3.942106779,0.989336663,0.00938206,0.010663337,0.005091123,> 300,> 300,0.037366823,ED,0.054973345,
Q91W50,Csde1,>sp|Q91W50|CSDE1_MOUSE Cold shock domain-containing protein E1 OS=Mus musculus GN=Csde1 PE=2 SV=1,39,39,53.4,0,100,97.0688696,98.7037454,92.4410881,77.4019999,55.9123145,40.4060721,100,95.583497,100.9600499,88.7279456,83.3495046,59.6905767,45.6042803,100,102.3258387,98.6916583,100.4780522,81.7365014,60.6507966,36.2924986,21,0.028838745,2.25E-05,0.030036087,0.807303099,0.899218713,0.003686624,0.100781287,0.003408343,24.03527518,23.1,-0.022236155,ED,0.418942643,
Q91W67,Ubl7,>sp|Q91W67|UBL7_MOUSE Ubiquitin-like protein 7 OS=Mus musculus GN=Ubl7 PE=1 SV=2,10,10,37.1,0,,,,,,,,,,,,,,,100,102.40605,94.4503954,101.3834057,70.4714254,,,5,0.033354834,2.44E-05,0.118550545,0.118507081,0.999996533,0.00638432,3.46677E-06,0.003472955,20.78101131,9.7,-0.188720686,UN,0.029895853,
Q91W69,Epn3,>sp|Q91W69|EPN3_MOUSE Epsin-3 OS=Mus musculus GN=Epn3 PE=2 SV=1,5,3,9.4,0.0020883,,,,,,,,,,,,,,,100,61.3759176,62.239328,63.8477853,67.5841782,52.6232765,53.1520079,7,0.027005272,4.996579616,0.006465899,1.394981491,0.436395158,0.090585291,0.563604842,0.003190308,25.6671059,106.6,0.252770089,UN,0.010070923,
Q91W86,Vps11,>sp|Q91W86|VPS11_MOUSE Vacuolar protein sorting-associated protein 11 homolog OS=Mus musculus GN=Vps11 PE=1 SV=3,17,17,21.3,0,100,,,57.489683,54.1291172,51.0627047,51.9522448,,,,,,,,100,69.5920684,57.425585,45.9483597,35.6210183,32.6691052,30.1523742,12,0.039610554,0.429824678,0.005342566,0.263515171,0.13449974,0.173877285,0.86550026,0.031117426,17.49905303,127.4,0.254100265,NED,0.023050701,1
Q91W92,Cdc42ep1,>sp|Q91W92|BORG5_MOUSE Cdc42 effector protein 1 OS=Mus musculus GN=Cdc42ep1 PE=1 SV=1,9,9,36.9,0,,,,,,,,,,,,,,,100,96.0455816,118.7749608,65.7965482,88.5203736,57.2583068,66.8041625,7,0.017711824,0.053376263,0.000611882,0.08477828,0.993125055,0.038109621,0.006874945,0.026633388,39.13471377,> 300,0.357634035,UN,0.031603792,
Q91W96,Anapc4,>sp|Q91W96|APC4_MOUSE Anaphase-promoting complex subunit 4 OS=Mus musculus GN=Anapc4 PE=1 SV=1,17,17,28.3,0,,,,,,,,,,,,,,,100,70.0968598,40.913144,32.3250478,11.8167124,,,5,0.279356272,0.678740032,0.220239849,0.668467507,0.99999286,0.025595349,7.13952E-06,0.00781176,2.481230062,2.7,0.061499937,ED,0.045331453,
Q91WE1,Snx15,>sp|Q91WE1|SNX15_MOUSE Sorting nexin-15 OS=Mus musculus GN=Snx15 PE=2 SV=1;>tr|D3Z479|D3Z479_MOUSE Sorting nexin-15 OS=Mus musculus GN=Snx15 PE=4 SV=1,8,8,37.7,0,,,,,,,,,,,,,,,100,116.1873605,112.3482321,100.4751343,94.4731022,75.2077995,58.195655,7,0.016069683,4.13E-07,0.020868858,0.180353247,0.99361936,0.008725411,0.00638064,0.006365291,43.13384173,33.9,-0.033167572,ED,0.014808098,
Q91WE6-2,Cdkal1,>sp|Q91WE6-2|CDKAL_MOUSE Isoform 2 of Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Mus musculus GN=Cdkal1;>sp|Q91WE6|CDKAL_MOUSE Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Mus musculus GN=Cdkal1 PE=2 SV=1;>sp|Q91WE6-3|CDKAL_MOUSE ,7,7,18.8,0,,,,,,,,,,,,,,,100,68.8584477,57.0458272,66.1740745,33.0613116,,,5,0.141196756,4.978013566,0.0973395,2.444363247,0.999995745,0.031035628,4.25452E-06,0.014331908,4.909087144,6.9,-0.140521743,ED,0.016941523,
Q91WG4,Elp2,>sp|Q91WG4|ELP2_MOUSE Elongator complex protein 2 OS=Mus musculus GN=Elp2 PE=1 SV=1;>sp|Q91WG4-2|ELP2_MOUSE Isoform 2 of Elongator complex protein 2 OS=Mus musculus GN=Elp2,25,25,42.7,0,,,,,,,,,,,,,,,100,98.8101123,80.8126607,87.829502,57.3494016,38.756614,24.7844908,7,0.047772567,0.070467987,6.90E-05,0.016499455,0.971282054,0.014375898,0.028717946,0.004382447,14.50931414,> 300,-0.148231151,ED,0.018719069,
Q91WK2,Eif3h,>sp|Q91WK2|EIF3H_MOUSE Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus GN=Eif3h PE=1 SV=1,19,19,71,0,100,69.2202963,54.9034408,45.0085525,36.2648314,35.8946453,28.7558333,100,65.9435925,52.1462013,39.9012551,33.9007929,34.1222586,27.8625795,100,74.5826379,62.8813113,48.9621664,44.5312474,54.356348,50.2516356,21,0.044839406,0.455418995,0.005266786,0.230599037,0.000116169,0.202013356,0.999883831,0.021915559,15.45843791,128.8,0.291156822,NED,0.710475288,5
Q91WM3,Rrp9,>sp|Q91WM3|U3IP2_MOUSE U3 small nucleolar RNA-interacting protein 2 OS=Mus musculus GN=Rrp9 PE=1 SV=1,17,17,57.5,0,100,,,77.5537733,78.0129612,115.3098624,150.7032945,100,98.905615,95.7265794,100.1270629,83.5103075,,,100,92.4931884,73.1997641,82.9894099,75.1919184,98.6034357,96.1802154,17,1.71E-06,1.38635575,2.43E-07,3.458697139,0.890251869,0.033558627,0.109748131,0.028486456,> 300,> 300,0.062309567,ED,0.063463005,
Q91WQ3,Yars,">sp|Q91WQ3|SYYC_MOUSE Tyrosine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Yars PE=2 SV=3;>tr|A2A7S7|A2A7S7_MOUSE Tyrosine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Yars PE=4 SV=1",36,36,69.1,0,100,99.792761,128.8247222,85.9804264,88.1919278,76.0003943,82.293167,100,109.5217765,109.6404142,104.9541444,101.3511998,87.8629569,82.7177617,100,112.9758015,113.6883571,116.9126001,113.3994865,107.3217381,100.6159834,21,0.003897788,0.004354185,0.00391474,2.8381563,0.930990533,0.014402141,0.069009467,0.014405944,177.8309145,177.1,-0.041642543,ED,0.392427872,
Q91WR3,Ascc2,>sp|Q91WR3|ASCC2_MOUSE Activating signal cointegrator 1 complex subunit 2 OS=Mus musculus GN=Ascc2 PE=2 SV=1;>sp|Q91WR3-3|ASCC2_MOUSE Isoform 3 of Activating signal cointegrator 1 complex subunit 2 OS=Mus musculus GN=Ascc2;>sp|Q91WR3-2|ASCC2_MOUSE Isoform ,10,10,19.1,0,,,,,,,,,,,,,,,100,75.787716,60.1193281,55.0722083,30.4105365,14.6933247,,6,0.128705243,2.172577709,0.107770661,1.985739356,0.991575376,0.022968968,0.008424624,0.003716943,5.385539593,6.2,0.001334489,ED,0.02316521,
Q91WS0,Cisd1,>sp|Q91WS0|CISD1_MOUSE CDGSH iron-sulfur domain-containing protein 1 OS=Mus musculus GN=Cisd1 PE=1 SV=1,5,5,44.4,0,,,,,,,,,,,,,,,100,89.8348101,81.3696529,63.449688,62.6593947,80.7109409,58.1645385,7,0.019669028,0.228175698,0.003142799,0.379217777,0.957061689,0.041565774,0.042938311,0.009984666,35.24054135,219.6,0.22119456,UN,0.352902353,
Q91X43,Sh3d19,>sp|Q91X43|SH319_MOUSE SH3 domain-containing protein 19 OS=Mus musculus GN=Sh3d19 PE=1 SV=2;>sp|Q91X43-2|SH319_MOUSE Isoform 2 of SH3 domain-containing protein 19 OS=Mus musculus GN=Sh3d19,13,13,25.6,0,,,,,,,,,,,,,,,100,110.360089,103.8424759,82.8433595,68.5595851,,,5,0.042336724,7.31E-06,0.135492285,0.13535124,0.999997121,0.007338605,2.87858E-06,0.004632293,16.37224428,8.5,-0.000514856,ED,0.009679364,
Q91XD6,Vps36,>sp|Q91XD6|VPS36_MOUSE Vacuolar protein-sorting-associated protein 36 OS=Mus musculus GN=Vps36 PE=1 SV=1,8,8,24.1,0,,,,,,,,,,,,,,,100,92.0322488,86.1523041,107.1146864,99.4892593,,,5,0.001731649,0.839872751,6.67E-06,4.012194095,0.999997851,0.006721255,2.14914E-06,0.005359982,> 300,> 300,-0.071290187,ED,0.013586097,
Q91XI1,Dus3l,>sp|Q91XI1|DUS3L_MOUSE tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Mus musculus GN=Dus3l PE=2 SV=1,5,5,11,0,,,,,,,,,,,,,,,100,67.0202163,34.4260084,20.5745041,14.114248,,,5,0.288485228,0.572516614,5.80E-05,0.066488171,0.999916047,0.11137644,8.39532E-05,0.004732165,2.40271291,> 300,0.602125111,UN,0.035483593,
Q91XL2,Lnx2,>sp|Q91XL2|LNX2_MOUSE Ligand of Numb protein X 2 OS=Mus musculus GN=Lnx2 PE=1 SV=2,6,6,14.3,0,,,,,,,,,,,,,,,100,68.0809493,69.7678309,40.2011443,19.1818669,,,5,0.211284749,4.796823874,0.193325462,4.882292173,0.999997215,0.007962007,2.78515E-06,0.005160216,3.28063045,3.5,0.085672521,ED,0.010148126,
